city,state,latitude,longitude,source_name,population
Macon,GA,32.84069,-83.6324,Macon,91351
Madison,GA,33.59568,-83.46794,Madison,4026
Marietta,GA,33.9526,-84.54993,Marietta,59067
Mcdonough,GA,33.44734,-84.14686,McDonough,23417
Metter,GA,32.39712,-82.06012,Metter,4111
Midland,GA,32.57486,-84.82715,Midland,0
Midway,GA,33.0682,-83.22349,Hardwick,3930
Millen,GA,32.80405,-81.94928,Millen,2925
Monroe,GA,33.79484,-83.71323,Monroe,13641
Moultrie,GA,31.17991,-83.78906,Moultrie,14377
Newnan,GA,33.38067,-84.79966,Newnan,37291
Ocilla,GA,31.59447,-83.2513,Ocilla,3387
Palmetto,GA,33.51789,-84.66965,Palmetto,4733
Pelham,GA,31.12802,-84.15304,Pelham,3708
Perry,GA,32.45821,-83.73157,Perry,15457
Pinehurst,GA,32.196,-83.76295,Pinehurst,336
Pooler,GA,32.11548,-81.24706,Pooler,23133
Port Wentworth,GA,32.14909,-81.16317,Port Wentworth,7637
Pulaski,GA,32.39018,-81.95678,Pulaski,203
Rabun Gap,GA,34.96049,-83.39318,Rabun Gap,0
Register,GA,32.36712,-81.884,Register,172
Resaca,GA,34.58036,-84.94328,Resaca,775
Richland,GA,32.08793,-84.66742,Richland,1496
Richmond Hill,GA,31.93827,-81.30344,Richmond Hill,11935
Rincon,GA,32.29603,-81.23539,Rincon,9843
Ringgold,GA,34.91591,-85.10912,Ringgold,3700
Rising Fawn,GA,34.76008,-85.53108,Rising Fawn,0
Rockmart,GA,34.0026,-85.04161,Rockmart,4300
Rome,GA,34.25704,-85.16467,Rome,36323
Saint Marys,GA,30.73051,-81.54649,St. Marys,17968
Savannah,GA,32.08354,-81.09983,Savannah,147780
Soperton,GA,32.37712,-82.59236,Soperton,3087
Statesboro,GA,32.44879,-81.78317,Statesboro,30721
Stone Mountain,GA,33.80816,-84.1702,Stone Mountain,6109
Surrency,GA,31.72381,-82.1979,Surrency,207
Sycamore,GA,31.67435,-83.63739,Sycamore,674
Sylvania,GA,32.75044,-81.63678,Sylvania,2538
Tallapoosa,GA,33.74455,-85.28801,Tallapoosa,3171
Taylorsville,GA,34.08621,-84.98744,Taylorsville,214
Temple,GA,33.73705,-85.03244,Temple,4313
Tennille,GA,32.93599,-82.81153,Tennille,1773
Thomasville,GA,30.83658,-83.97878,Thomasville,18742
Thomson,GA,33.47069,-82.50457,Thomson,6689
Tifton,GA,31.45046,-83.5085,Tifton,16725
Twin City,GA,32.58294,-82.15512,Twin City,1674
Union Point,GA,33.61568,-83.0746,Union Point,1709
Valdosta,GA,30.83334,-83.28032,Valdosta,55724
Vidalia,GA,32.21769,-82.41346,Vidalia,10679
Vienna,GA,32.09156,-83.79545,Vienna,3777
Villa Rica,GA,33.73205,-84.91911,Villa Rica,14904
Waco,GA,33.70288,-85.18328,Waco,518
Wadley,GA,32.86682,-82.40402,Wadley,2031
Warrenton,GA,33.40708,-82.66208,Warrenton,1812
Waycross,GA,31.21368,-82.3557,Waycross,14053
Waynesboro,GA,33.08987,-82.01567,Waynesboro,5704
West Point,GA,32.87791,-85.18327,West Point,3728
Whitesburg,GA,33.494,-84.91383,Whitesburg,596
Wildwood,GA,34.96341,-85.41107,Wildwood,0
Willacoochee,GA,31.34076,-83.04598,Willacoochee,1393
Woodbine,GA,30.96396,-81.72416,Woodbine,1285
Wrens,GA,33.20765,-82.39179,Wrens,2051
Wrightsville,GA,32.72933,-82.71986,Wrightsville,3642
Zebulon,GA,33.10235,-84.3427,Zebulon,1153
Ainsworth,IA,41.28891,-91.55238,Ainsworth,571
Algona,IA,43.06997,-94.23302,Algona,5470
Altoona,IA,41.64416,-93.46466,Altoona,16984
Ames,IA,42.03471,-93.61994,Ames,65060
Anamosa,IA,42.10834,-91.28516,Anamosa,5469
Ankeny,IA,41.72971,-93.60577,Ankeny,56764
Atalissa,IA,41.57114,-91.16599,Atalissa,306
Audubon,IA,41.71804,-94.93249,Audubon,2017
Avoca,IA,41.47666,-95.33805,Avoca,1504
Batavia,IA,40.99418,-92.1674,Batavia,516
Bettendorf,IA,41.52448,-90.51569,Bettendorf,35505
Bevington,IA,41.36055,-93.79078,Bevington,62
Bondurant,IA,41.70054,-93.46216,Bondurant,4996
Brooklyn,IA,41.73361,-92.44546,Brooklyn,1420
Calmar,IA,43.18358,-91.86405,Calmar,960
Carroll,IA,42.06582,-94.86693,Carroll,9968
Cedar Falls,IA,42.52776,-92.44547,Cedar Falls,41255
Cedar Rapids,IA,42.00833,-91.64407,Cedar Rapids,130405
Center Point,IA,42.19083,-91.78518,Center Point,2521
Centerville,IA,42.09276,-93.93551,Centerville,5745
Chariton,IA,41.01389,-93.3066,Chariton,4214
Charles City,IA,43.06636,-92.67241,Charles City,7455
Clarence,IA,41.88891,-91.05654,Clarence,970
Clear Lake,IA,43.13802,-93.37937,Clear Lake,7590
Clinton,IA,41.84447,-90.18874,Clinton,26064
Clive,IA,41.60304,-93.72411,Clive,15447
Colfax,IA,41.67777,-93.2452,Colfax,2051
Coralville,IA,41.6764,-91.58045,Coralville,20608
Correctionville,IA,42.47499,-95.78557,Correctionville,811
Council Bluffs,IA,41.26194,-95.86083,Council Bluffs,62597
Cresco,IA,43.38136,-92.11405,Cresco,3833
Creston,IA,41.0586,-94.36135,Creston,7854
Davenport,IA,41.52364,-90.57764,Davenport,102582
De Soto,IA,41.53166,-94.00967,De Soto,1089
De Witt,IA,41.82336,-90.53819,De Witt,5242
Decorah,IA,43.30331,-91.78571,Decorah,7907
Delaware,IA,42.47527,-91.34542,Delaware,156
Denison,IA,42.01777,-95.35528,Denison,8334
Denver,IA,42.67137,-92.3374,Denver,1835
Des Moines,IA,41.60054,-93.60911,Des Moines,214133
Dows,IA,42.65664,-93.50104,Dows,514
Dubuque,IA,42.50056,-90.66457,Dubuque,58799
Duncombe,IA,42.47053,-93.99356,Duncombe,394
Early,IA,42.46137,-95.15194,Early,532
Eddyville,IA,41.1565,-92.63739,Eddyville,1012
Ellsworth,IA,42.31276,-93.57882,Ellsworth,509
Emmetsburg,IA,43.11274,-94.68304,Emmetsburg,3811
Estherville,IA,43.40163,-94.83276,Estherville,6011
Evansdale,IA,42.46915,-92.28102,Evansdale,4812
Floyd,IA,43.12775,-92.7363,Floyd,328
Forest City,IA,43.26246,-93.63716,Forest City,4018
Fort Dodge,IA,42.49747,-94.16802,Fort Dodge,24649
Fort Madison,IA,40.62976,-91.31515,Fort Madison,10717
Garner,IA,43.10246,-93.60188,Garner,3107
Greene,IA,42.89581,-92.80242,Greene,1120
Grinnell,IA,41.74305,-92.72241,Grinnell,9141
Guttenberg,IA,42.78582,-91.09957,Guttenberg,1861
Hampton,IA,42.74192,-93.20242,Hampton,4290
Hinton,IA,42.62777,-96.29169,Hinton,938
Holland,IA,42.39887,-92.80048,Holland,280
Holstein,IA,42.48915,-95.545,Holstein,1391
Huxley,IA,41.89527,-93.60077,Huxley,3536
Independence,IA,42.4686,-91.88934,Independence,6028
Iowa City,IA,41.66113,-91.53017,Iowa City,74220
Iowa Falls,IA,42.52248,-93.25131,Iowa Falls,5195
Janesville,IA,42.64609,-92.46296,Janesville,954
Jefferson,IA,42.01526,-94.37747,Jefferson,4204
Latimer,IA,42.76331,-93.36826,Latimer,483
Le Mars,IA,42.79416,-96.16558,Le Mars,9761
Lime Springs,IA,43.44886,-92.28073,Lime Springs,490
Manchester,IA,42.48415,-91.45543,Manchester,5073
Manning,IA,41.90915,-95.06499,Manning,1472
Manson,IA,42.52914,-94.53414,Manson,1615
Maquoketa,IA,42.06891,-90.66569,Maquoketa,5989
Marcus,IA,42.82582,-95.80751,Marcus,1070
Marion,IA,42.03417,-91.59768,Marion,37330
Marshalltown,IA,42.04943,-92.90798,Marshalltown,27620
Mason City,IA,43.15357,-93.20104,Mason City,27366
Mediapolis,IA,41.00809,-91.16404,Mediapolis,1574
Milford,IA,43.32469,-95.15,Milford,3018
Minden,IA,41.46694,-95.54278,Minden,594
Missouri Valley,IA,41.55638,-95.88779,Missouri Valley,2695
Monona,IA,43.05165,-91.3893,Monona,1500
Monroe,IA,41.52221,-93.10187,Monroe,1831
Monticello,IA,42.23834,-91.18709,Monticello,3825
Mount Ayr,IA,40.71471,-94.23523,Mount Ayr,1686
Mount Pleasant,IA,40.96364,-91.55794,Mount Pleasant,8433
Muscatine,IA,41.42447,-91.04321,Muscatine,23968
Neola,IA,41.44888,-95.61556,Neola,862
Nevada,IA,42.02277,-93.45243,Nevada,6831
New Hampton,IA,43.05914,-92.31768,New Hampton,3452
New Virginia,IA,41.18222,-93.72883,New Virginia,485
Newton,IA,41.69971,-93.04798,Newton,15125
North Liberty,IA,41.74918,-91.59795,North Liberty,15931
Northwood,IA,43.44412,-93.22104,Northwood,1995
Odebolt,IA,42.31221,-95.25055,Odebolt,978
Oelwein,IA,42.67332,-91.9135,Oelwein,6153
Onawa,IA,42.02665,-96.09724,Onawa,2881
Osceola,IA,41.03389,-93.7655,Osceola,4972
Ottumwa,IA,41.02001,-92.4113,Ottumwa,24624
Pacific Junction,IA,41.01861,-95.79917,Pacific Junction,457
Parkersburg,IA,42.57748,-92.78686,Parkersburg,1960
Pella,IA,41.40805,-92.91631,Pella,10363
Peosta,IA,42.45056,-90.85041,Peosta,1618
Percival,IA,40.74889,-95.81361,Percival,87
Perry,IA,41.8386,-94.10718,Perry,8089
Polk City,IA,41.77138,-93.713,Polk City,4323
Postville,IA,43.0847,-91.5682,Postville,2131
Red Oak,IA,41.00972,-95.22555,Red Oak,5472
Riverside,IA,41.47974,-91.58128,Riverside,1045
Rock Rapids,IA,43.42719,-96.17586,Rock Rapids,2602
Rockwell City,IA,42.39526,-94.63387,Rockwell City,2141
Sheffield,IA,42.8933,-93.2152,Sheffield,1140
Shelby,IA,41.5161,-95.45028,Shelby,618
Sheldon,IA,43.18109,-95.85613,Sheldon,5088
Sibley,IA,43.39914,-95.75196,Sibley,2668
Sigourney,IA,41.33334,-92.20463,Sigourney,2005
Sioux Center,IA,43.07971,-96.17558,Sioux Center,7461
Sioux City,IA,42.49999,-96.40031,Sioux City,82821
Sloan,IA,42.23277,-96.22808,Sloan,979
Spencer,IA,43.14136,-95.14444,Spencer,11212
Spirit Lake,IA,43.42218,-95.10222,Spirit Lake,5018
Storm Lake,IA,42.64109,-95.20972,Storm Lake,10910
Story City,IA,42.18721,-93.59577,Story City,3438
Stuart,IA,41.50332,-94.31857,Stuart,1602
Tama,IA,41.96666,-92.57686,Tama,2819
Tiffin,IA,41.70585,-91.66295,Tiffin,2657
Tipton,IA,41.76974,-91.12793,Tipton,3200
Toledo,IA,41.99555,-92.57686,Toledo,2202
Underwood,IA,41.38694,-95.67667,Underwood,940
Urbana,IA,42.22416,-91.87434,Urbana,1459
Urbandale,IA,41.62666,-93.71217,Urbandale,44062
Vinton,IA,42.16861,-92.02351,Vinton,5148
Walcott,IA,41.58475,-90.77209,Walcott,1636
Walnut,IA,41.47749,-95.22194,Walnut,776
Wapello,IA,41.18142,-91.18543,Wapello,2041
Washington,IA,41.29918,-91.69294,Washington,7408
Waterloo,IA,42.49276,-92.34296,Waterloo,68460
Webster City,IA,42.46942,-93.81605,Webster City,7814
Welton,IA,41.90808,-90.59541,Welton,160
West Burlington,IA,40.82504,-91.15654,West Burlington,3047
West Liberty,IA,41.57002,-91.26377,West Liberty,3728
Wever,IA,40.7106,-91.23098,Wever,0
Williams,IA,42.48831,-93.54493,Williams,335
Williamsburg,IA,41.66112,-92.00907,Williamsburg,3195
American Falls,ID,42.78602,-112.85444,American Falls,4321
Blackfoot,ID,43.19047,-112.34498,Blackfoot,11740
Bliss,ID,42.92685,-114.94951,Bliss,305
Boise,ID,43.6135,-116.20345,Boise,235684
Bonners Ferry,ID,48.69133,-116.31631,Bonners Ferry,2549
Caldwell,ID,43.66294,-116.68736,Caldwell,51686
Council,ID,44.72989,-116.4382,Council,808
Downey,ID,42.42853,-112.12441,Downey,616
Dubois,ID,44.1763,-112.23082,Dubois,606
Eden,ID,42.60575,-114.21086,Eden,405
Fort Hall,ID,43.03325,-112.43831,Fort Hall,3201
Franklin,ID,42.01354,-111.80717,Franklin,769
Fruitland,ID,44.00766,-116.91655,Fruitland,5087
Grangeville,ID,45.92655,-116.12237,Grangeville,3155
Heyburn,ID,42.55852,-113.7639,Heyburn,3223
Idaho Falls,ID,43.46658,-112.03414,Idaho Falls,59184
Jerome,ID,42.72407,-114.51865,Jerome,11184
Lewiston,ID,46.41655,-117.01766,Lewiston,32544
Malad City,ID,42.19159,-112.2508,Malad City,2050
Marsing,ID,43.54544,-116.8132,Marsing,1287
Mccammon,ID,42.65047,-112.19302,McCammon,797
Montpelier,ID,42.32215,-111.2977,Montpelier,2509
Mountain Home,ID,43.13295,-115.6912,Mountain Home,13730
Nampa,ID,43.54072,-116.56346,Nampa,89839
Pocatello,ID,42.8713,-112.44553,Pocatello,54441
Post Falls,ID,47.71796,-116.95159,Post Falls,30453
Twin Falls,ID,42.56297,-114.46087,Twin Falls,47468
Wilder,ID,43.67655,-116.91182,Wilder,1622
Addison,IL,41.9317,-87.98896,Addison,37208
Alsip,IL,41.66892,-87.73866,Alsip,19346
Altamont,IL,39.06199,-88.74811,Altamont,2308
Annawan,IL,41.39726,-89.90455,Annawan,858
Atkinson,IL,41.42087,-90.01511,Atkinson,948
Atlanta,IL,40.25948,-89.23342,Atlanta,1648
Barry,IL,39.69421,-91.03902,Barry,1274
Batavia,IL,41.85003,-88.31257,Batavia,26495
Bedford Park,IL,41.76281,-87.80006,Bedford Park,577
Bellwood,IL,41.88142,-87.88312,Bellwood,19308
Belvidere,IL,42.26391,-88.84427,Belvidere,25132
Bensenville,IL,41.95503,-87.94007,Bensenville,18440
Benton,IL,37.99672,-88.92007,Benton,7041
Berwyn,IL,41.85059,-87.79367,Berwyn,56368
Bloomingdale,IL,41.95753,-88.0809,Bloomingdale,22254
Bloomington,IL,40.4842,-88.99369,Bloomington,78292
Bolingbrook,IL,41.69864,-88.0684,Bolingbrook,74306
Bourbonnais,IL,41.15376,-87.88754,Bourbonnais,18569
Bridgeview,IL,41.75003,-87.80422,Bridgeview,16407
Brighton,IL,39.03977,-90.14066,Brighton,2198
Burbank,IL,41.73392,-87.7795,Burbank,29128
Carol Stream,IL,41.91253,-88.13479,Carol Stream,40356
Carrollton,IL,39.30227,-90.40706,Carrollton,2429
Casey,IL,39.2992,-87.99253,Casey,2709
Champaign,IL,40.11642,-88.24338,Champaign,86096
Channahon,IL,41.42948,-88.22867,Channahon,12594
Cherry Valley,IL,42.23474,-88.94899,Cherry Valley,3098
Chicago,IL,41.85003,-87.65005,Chicago,2664452
Chicago Heights,IL,41.50615,-87.6356,Chicago Heights,30284
Cicero,IL,41.84559,-87.75394,Cicero,83886
Crest Hill,IL,41.55475,-88.09867,Crest Hill,21153
Crete,IL,41.44448,-87.63143,Crete,8191
Crystal Lake,IL,42.24113,-88.3162,Crystal Lake,40448
Decatur,IL,39.84031,-88.9548,Decatur,73254
Dekalb,IL,41.92947,-88.75036,DeKalb,43211
Des Plaines,IL,42.03336,-87.8834,Des Plaines,58677
Divernon,IL,39.56561,-89.65732,Divernon,1156
Dixon,IL,41.83892,-89.47955,Dixon,15319
Downs,IL,40.39698,-88.87063,Downs,988
Dundee,IL,42.09808,-88.28286,West Dundee,7395
Dwight,IL,41.09448,-88.42506,Dwight,4063
East Saint Louis,IL,38.6245,-90.15094,East Saint Louis,27006
Edwards,IL,40.74587,-89.74427,Edwards,0
Effingham,IL,39.12004,-88.54338,Effingham,12604
El Paso,IL,40.7392,-89.01646,El Paso,2798
Elgin,IL,42.03725,-88.28119,Elgin,112111
Elk Grove Village,IL,42.00392,-87.97035,Elk Grove Village,33238
Elwood,IL,41.40392,-88.11172,Elwood,2258
Fairfield,IL,42.21919,-88.06147,Fairfield,5255
Farina,IL,38.83421,-88.77228,Farina,512
Farmer City,IL,40.24337,-88.64257,Farmer City,2004
Farmersville,IL,39.44339,-89.65176,Farmersville,703
Flora,IL,38.66894,-88.4856,Flora,4944
Frankfort,IL,41.49587,-87.84866,Frankfort,18653
Franklin Park,IL,41.93531,-87.86562,Franklin Park,18312
Galatia,IL,37.8406,-88.60922,Galatia,917
Galesburg,IL,40.94782,-90.37124,Galesburg,31273
Geneseo,IL,41.44809,-90.15428,Geneseo,6538
Gilberts,IL,42.10336,-88.37286,Gilberts,7638
Gilman,IL,40.7667,-87.99226,Gilman,1754
Goodfield,IL,40.62976,-89.27481,Goodfield,945
Granite City,IL,38.70144,-90.14872,Granite City,29054
Grant Park,IL,41.24114,-87.64615,Grant Park,1289
Grayville,IL,38.25755,-87.99364,Grayville,1626
Greenup,IL,39.24782,-88.16337,Greenup,1495
Greenville,IL,38.89227,-89.41314,Greenville,6666
Gurnee,IL,42.3703,-87.90202,Gurnee,31056
Hamel,IL,38.88894,-89.84538,Hamel,806
Hampshire,IL,42.0978,-88.53036,Hampshire,6130
Hanover Park,IL,41.99947,-88.14507,Hanover Park,38333
Harrisburg,IL,37.73838,-88.54061,Harrisburg,8891
Hartford,IL,38.83338,-90.09594,Hartford,1382
Havana,IL,40.30004,-90.06095,Havana,3076
Henry,IL,41.11142,-89.35648,Henry,2327
Heyworth,IL,40.31337,-88.97369,Heyworth,2890
HICKORY HILLS,IL,41.72559,-87.82506,Hickory Hills,14122
Hillsdale,IL,41.61364,-90.1729,Hillsdale,510
Hinsdale,IL,41.80086,-87.93701,Hinsdale,17628
HOMER GLEN,IL,41.60003,-87.93811,Homer Glen,24395
Hoopeston,IL,40.46726,-87.66836,Hoopeston,5220
Ina,IL,38.15116,-88.90396,Ina,2360
Itasca,IL,41.97503,-88.00729,Itasca,8798
Jacksonville,IL,39.73394,-90.22901,Jacksonville,19103
Joliet,IL,41.52519,-88.0834,Joliet,147861
Kankakee,IL,41.12003,-87.86115,Kankakee,26676
Knoxville,IL,40.90837,-90.28485,Knoxville,2836
La Grange,IL,41.80503,-87.86923,La Grange,15723
La Salle,IL,41.33337,-89.09175,La Salle,9609
Lake Zurich,IL,42.19697,-88.09341,Lake Zurich,19993
Lansing,IL,41.56476,-87.53893,Lansing,28349
Le Roy,IL,40.35198,-88.76424,Le Roy,3582
Lemont,IL,41.67364,-88.00173,Lemont,16788
Lexington,IL,40.64142,-88.7834,Lexington,2059
Libertyville,IL,42.28308,-87.95313,Libertyville,20436
Lincoln,IL,40.14838,-89.36482,Lincoln,13966
Litchfield,IL,39.17533,-89.65426,Litchfield,6897
Lockport,IL,41.58948,-88.05784,Lockport,25175
Lombard,IL,41.88003,-88.00784,Lombard,43797
Loves Park,IL,42.32002,-89.05816,Loves Park,23455
Macomb,IL,40.45921,-90.6718,Macomb,18547
Mahomet,IL,40.19531,-88.40422,Mahomet,8056
Manteno,IL,41.25059,-87.83143,Manteno,8999
Marion,IL,37.73061,-88.93313,Marion,17803
Marshall,IL,39.39143,-87.69364,Marshall,3880
Martinsville,IL,39.33559,-87.88198,Martinsville,1135
Mascoutah,IL,38.49033,-89.79315,Mascoutah,7975
Mattoon,IL,39.48309,-88.37283,Mattoon,18113
Mc Lean,IL,40.31448,-89.16981,McLean,815
Mchenry,IL,42.33335,-88.26675,McHenry,26657
Melrose Park,IL,41.90059,-87.85673,Melrose Park,25379
Mendota,IL,41.54725,-89.11759,Mendota,7204
Metropolis,IL,37.15117,-88.732,Metropolis,6334
Midlothian,IL,41.62531,-87.71755,Midlothian,14847
Minonk,IL,40.90448,-89.03452,Minonk,2053
Minooka,IL,41.45531,-88.26173,Minooka,11243
Mokena,IL,41.52614,-87.88922,Mokena,19923
Monee,IL,41.42003,-87.74171,Monee,5082
Monmouth,IL,40.91143,-90.64736,Monmouth,9291
Monroe Center,IL,42.09836,-89.00065,Monroe Center,455
Montgomery,IL,41.73058,-88.3459,Montgomery,19489
Morris,IL,41.35725,-88.42118,Morris,14363
Morrisonville,IL,39.42005,-89.45565,Morrisonville,1028
Morton,IL,40.61282,-89.45926,Morton,16306
Mount Vernon,IL,38.31727,-88.90312,Mount Vernon,15087
Mulberry Grove,IL,38.92505,-89.26896,Mulberry Grove,598
Naperville,IL,41.78586,-88.14729,Naperville,147100
Nashville,IL,38.34366,-89.38064,Nashville,3132
New Baden,IL,38.53505,-89.70065,New Baden,3313
New Berlin,IL,39.72533,-89.91066,New Berlin,1350
New Lenox,IL,41.51198,-87.96561,New Lenox,25800
Normal,IL,40.5142,-88.99063,Normal,54373
North Chicago,IL,42.32558,-87.84118,North Chicago,29491
Oakwood,IL,40.11615,-87.77836,Oakwood,1532
Oglesby,IL,41.29531,-89.05953,Oglesby,3647
Okawville,IL,38.43422,-89.55037,Okawville,1399
Olney,IL,38.73088,-88.08532,Olney,9005
Oswego,IL,41.68281,-88.35146,Oswego,33955
Ottawa,IL,41.34559,-88.84258,Ottawa,18342
Palatine,IL,42.1103,-88.03424,Palatine,69308
Pana,IL,39.38893,-89.08008,Pana,5607
Pekin,IL,40.56754,-89.64066,Pekin,33223
Peoria,IL,40.69365,-89.58899,Peoria,115070
Peotone,IL,41.33226,-87.78532,Peotone,4120
Peru,IL,41.32753,-89.12897,Peru,9952
Plainfield,IL,41.62697,-88.20395,Plainfield,42527
Plano,IL,41.66281,-88.53702,Plano,11282
Poplar Grove,IL,42.36835,-88.82205,Poplar Grove,5139
Posen,IL,41.6317,-87.68144,Posen,5992
Princeton,IL,41.36809,-89.46481,Princeton,7594
Rantoul,IL,40.30837,-88.15588,Rantoul,13008
Riverdale,IL,41.63337,-87.6331,Riverdale,13536
Riverton,IL,39.84422,-89.53954,Riverton,3462
Rochelle,IL,41.92392,-89.06871,Rochelle,9309
Rockford,IL,42.27113,-89.094,Rockford,148278
Romeoville,IL,41.64753,-88.08951,Romeoville,39719
Roscoe,IL,42.41335,-89.00927,Roscoe,10565
Round Lake,IL,42.35336,-88.09341,Round Lake,18461
Salem,IL,38.62699,-88.94562,Salem,7287
Schiller Park,IL,41.95586,-87.8709,Schiller Park,11806
Shannon,IL,42.15475,-89.73984,Shannon,712
South Beloit,IL,42.49307,-89.03678,South Beloit,7680
South Elgin,IL,41.99419,-88.2923,South Elgin,22365
South Holland,IL,41.60087,-87.60699,South Holland,22043
South Pekin,IL,40.49448,-89.65177,South Pekin,1120
Springfield,IL,39.80172,-89.64371,Springfield,114394
Stockton,IL,42.34974,-90.00679,Stockton,1792
Sugar Grove,IL,41.76142,-88.44369,Sugar Grove,9512
Tilton,IL,40.09531,-87.64752,Tilton,2626
Tinley Park,IL,41.57337,-87.78449,Tinley Park,57143
Tonica,IL,41.21587,-89.06675,Tonica,738
Troy,IL,41.52003,-88.20173,Shorewood,16747
Tuscola,IL,39.7992,-88.2831,Tuscola,4443
University Park,IL,41.44298,-87.6836,University Park,7070
Utica,IL,41.34059,-89.01008,Utica,977
Vandalia,IL,38.9606,-89.09368,Vandalia,7112
Villa Park,IL,41.88975,-87.98895,Villa Park,21969
Virginia,IL,39.95116,-90.21234,Virginia,1516
Wadsworth,IL,42.42863,-87.92397,Wadsworth,3739
Warrenville,IL,41.81781,-88.1734,Warrenville,13317
Waukegan,IL,42.36363,-87.84479,Waukegan,88475
Wenona,IL,41.05253,-89.05036,Wenona,995
West Chicago,IL,41.88475,-88.20396,West Chicago,27447
West Frankfort,IL,37.89783,-88.93146,West Frankfort,8067
Williamsville,IL,39.95422,-89.54871,Williamsville,1496
Willow Springs,IL,41.74087,-87.86033,Willow Springs,5695
Wilmington,IL,41.30781,-88.14672,Wilmington,5694
Winnebago,IL,42.26613,-89.24122,Winnebago,3012
Wood Dale,IL,41.96336,-87.97896,Wood Dale,13917
Woodhull,IL,41.17893,-90.31596,Woodhull,788
Yorkville,IL,41.64114,-88.44729,Yorkville,18451
Angola,IN,41.63477,-84.99941,Angola,8644
Ashley,IN,41.5262,-85.06678,Ashley,985
Austin,IN,38.75839,-85.80803,Austin,4295
Bloomfield,IN,39.02699,-86.93751,Bloomfield,2336
Bloomington,IN,39.16533,-86.52639,Bloomington,84067
Bluffton,IN,40.73866,-85.17164,Bluffton,10005
Bourbon,IN,41.2956,-86.11639,Bourbon,1781
Brazil,IN,39.52365,-87.12502,Brazil,8109
Bristol,IN,41.72144,-85.81749,Bristol,1667
Butler,IN,41.42977,-84.87135,Butler,2701
Cambridge City,IN,39.81255,-85.17163,Cambridge City,1784
Carlisle,IN,38.96838,-87.40557,Carlisle,692
Chesterton,IN,41.61059,-87.0642,Chesterton,13433
Cicero,IN,40.12393,-86.01332,Cicero,4891
Clayton,IN,39.68921,-86.5225,Clayton,995
Cloverdale,IN,39.51477,-86.7939,Cloverdale,2090
Covington,IN,40.1417,-87.39474,Covington,2568
Crawfordsville,IN,40.04115,-86.87445,Crawfordsville,16024
Daleville,IN,40.12115,-85.55803,Daleville,1608
Danville,IN,39.7606,-86.52639,Danville,9614
Decatur,IN,40.8306,-84.92913,Decatur,9465
Demotte,IN,41.19504,-87.19864,DeMotte,3814
Dyer,IN,41.4942,-87.52171,Dyer,16051
Edinburgh,IN,39.35422,-85.96666,Edinburgh,4546
Elkhart,IN,41.68199,-85.97667,Elkhart,52348
Evansville,IN,37.97476,-87.55585,Evansville,119943
Fort Wayne,IN,41.1306,-85.12886,Fort Wayne,260326
Fowler,IN,40.6167,-87.32085,Fowler,2274
Frankfort,IN,40.27948,-86.51084,Frankfort,16060
Fremont,IN,41.73088,-84.93274,Fremont,2153
Gary,IN,41.59337,-87.34643,Gary,77156
Gas City,IN,40.48726,-85.61303,Gas City,5968
Gaston,IN,40.31393,-85.50053,Gaston,865
Geneva,IN,40.59199,-84.95719,Geneva,1320
Georgetown,IN,40.7406,-86.50473,Georgetown,4705
Goshen,IN,41.58227,-85.83444,Goshen,32983
Greenfield,IN,39.61366,-86.10665,Greenwood,55586
Greensburg,IN,39.33727,-85.48358,Greensburg,11819
Greenwood,IN,39.61366,-86.10665,Greenwood,55586
Grovertown,IN,41.37504,-86.50473,Grovertown,0
Hammond,IN,41.58337,-87.50004,Hammond,77614
Hanna,IN,41.41199,-86.78002,Hanna,463
Haubstadt,IN,38.20504,-87.57419,Haubstadt,1660
Hebron,IN,41.31865,-87.20031,Hebron,3704
Highland,IN,41.55365,-87.45198,Highland,22936
Hobart,IN,41.53226,-87.25504,Hobart,28404
Howe,IN,41.72144,-85.42054,Howe,807
Huntington,IN,40.8831,-85.49748,Huntington,17095
Indianapolis,IN,39.76838,-86.15804,Indianapolis,887642
Jasper,IN,38.39144,-86.93111,Jasper,15451
Kendallville,IN,41.44144,-85.26498,Kendallville,9927
Knightstown,IN,39.7956,-85.52636,Knightstown,2120
Kokomo,IN,40.48643,-86.1336,Kokomo,57995
La Porte,IN,41.60774,-86.71389,La Porte,21916
Lafayette,IN,40.4167,-86.87529,Lafayette,71111
Lake Station,IN,41.57504,-87.23892,Lake Station,12054
Lake Village,IN,41.13753,-87.44864,Lake Village,765
Lawrenceburg,IN,39.09089,-84.84995,Lawrenceburg,4960
Leavenworth,IN,38.19979,-86.34414,Leavenworth,231
Lebanon,IN,40.04837,-86.46917,Lebanon,15892
Logansport,IN,40.75448,-86.35667,Logansport,17793
Madison,IN,38.73589,-85.37996,Madison,12040
Marion,IN,40.55837,-85.65914,Marion,29081
Martinsville,IN,39.42783,-86.42833,Martinsville,11690
Medaryville,IN,41.0806,-86.89196,Medaryville,592
Memphis,IN,38.4834,-85.76163,Memphis,695
Merrillville,IN,41.48281,-87.33281,Merrillville,35224
Michigan City,IN,41.70754,-86.89503,Michigan City,31459
Middlebury,IN,41.67533,-85.7061,Middlebury,3562
Mitchell,IN,38.73283,-86.4736,Mitchell,4252
Monon,IN,40.86782,-86.8789,Monon,1746
Mooresville,IN,39.61282,-86.37416,Mooresville,9623
Muncie,IN,40.19338,-85.38636,Muncie,70087
